model,protocol,fold,seed,git_commit,git_dirty,params,size_mb,train_time_s,epochs_run,best_epoch,threshold,val_f1,precision,recall,f1,pr_auc,roc_auc,balanced_accuracy,accuracy,tn,fp,fn,tp,event_recall,event_recall_localized,false_alarms_per_adl_video,false_alarms_per_hour
stgcn,cv,2,2,b05f48f3389869cb3df39e1d810d784b6a9f0111,False,62473,0.27192,552.6510631920005,30,20,0.17704273760318756,0.8852459016393444,0.8064516129032258,0.7575757575757576,0.7812499999999999,0.7898930553974218,0.853808353808354,0.8652743652743653,0.9450980392156862,216,6,8,25,0.8333333333333334,0.8333333333333334,0.5,243.24324324324323
stgcn,cv,3,0,b05f48f3389869cb3df39e1d810d784b6a9f0111,False,62473,0.27192,516.098258382,27,17,0.8456447124481201,0.8421052631578947,0.5882352941176471,0.8695652173913043,0.7017543859649124,0.8965229251393905,0.9554238032498901,0.8994290733421169,0.9230769230769231,184,14,3,20,1.0,1.0,0.75,365.07042253521126
stgcn,cv,3,1,b05f48f3389869cb3df39e1d810d784b6a9f0111,False,62473,0.27192,553.1013757259998,29,19,0.963678777217865,0.7719298245614036,0.5806451612903226,0.782608695652174,0.6666666666666667,0.8238097803060896,0.922266139657444,0.8584760649978042,0.918552036199095,185,13,5,18,1.0,1.0,1.0,486.7605633802817
stgcn,cv,3,2,b05f48f3389869cb3df39e1d810d784b6a9f0111,False,62473,0.27192,361.50459053099985,19,9,0.9231308102607727,0.7777777777777777,0.5,0.782608695652174,0.6101694915254238,0.8012403018249941,0.9117259552042161,0.8458498023715415,0.8959276018099548,180,18,5,18,1.0,1.0,0.75,365.07042253521126
stgcn,cv,4,0,b05f48f3389869cb3df39e1d810d784b6a9f0111,False,62473,0.27192,605.5404973340001,34,24,0.9958381652832031,0.7441860465116279,1.0,0.5588235294117647,0.7169811320754718,0.9079466940333107,0.9793577981651376,0.7794117647058824,0.9404761904761905,218,0,15,19,1.0,1.0,0.0,0.0
stgcn,cv,4,1,b05f48f3389869cb3df39e1d810d784b6a9f0111,False,62473,0.27192,356.7323312939998,20,10,0.966331422328949,0.76,0.9523809523809523,0.5882352941176471,0.7272727272727274,0.8722598554868595,0.9647868321640583,0.7918240690771722,0.9404761904761905,217,1,14,20,1.0,1.0,0.125,59.178082191780824
stgcn,cv,4,2,b05f48f3389869cb3df39e1d810d784b6a9f0111,False,62473,0.27192,541.5848910940003,31,21,0.2703854739665985,0.782608695652174,0.6666666666666666,0.7058823529411765,0.6857142857142857,0.8187954721358259,0.957231516459795,0.8254182406907717,0.9126984126984127,206,12,10,24,1.0,1.0,0.625,295.8904109589041
stgcn,fixed,0,0,b05f48f3389869cb3df39e1d810d784b6a9f0111,False,62473,0.27192,366.8978981279997,19,9,0.6231773495674133,0.7307692307692306,0.7857142857142857,0.7333333333333333,0.7586206896551724,0.872797040948739,0.9499099099099099,0.8504504504504504,0.9348837209302325,179,6,8,22,1.0,1.0,0.25,132.51533742331287
stgcn,fixed,0,1,b05f48f3389869cb3df39e1d810d784b6a9f0111,False,62473,0.27192,419.9300712510003,22,12,0.5601961612701416,0.7916666666666666,0.8620689655172413,0.8333333333333334,0.847457627118644,0.9247421357272615,0.9855855855855856,0.9058558558558558,0.958139534883721,181,4,5,25,1.0,1.0,0.25,132.51533742331287
stgcn,fixed,0,2,b05f48f3389869cb3df39e1d810d784b6a9f0111,False,62473,0.27192,657.0033535760003,34,24,0.17849086225032806,0.7924528301886792,0.7631578947368421,0.9666666666666667,0.8529411764705883,0.9472772703957353,0.9902702702702701,0.9590090090090091,0.9534883720930233,176,9,1,29,1.0,1.0,0.375,198.7730061349693
tcn,cv,0,0,b05f48f3389869cb3df39e1d810d784b6a9f0111,False,27986,0.122295,55.347928881999906,21,11,0.22207070887088776,0.9152542372881356,0.85,0.5862068965517241,0.6938775510204082,0.8170528849986606,0.9517640023918676,0.7844329280446481,0.9257425742574258,170,3,12,17,0.8333333333333334,0.8333333333333334,0.125,67.28971962616822
tcn,cv,0,1,b05f48f3389869cb3df39e1d810d784b6a9f0111,False,27986,0.122295,122.51607866599988,46,36,0.9756209850311279,0.9642857142857143,0.7777777777777778,0.4827586206896552,0.5957446808510638,0.738945852728508,0.9328283834961132,0.7298186167032091,0.905940594059406,169,4,15,14,0.8333333333333334,0.8333333333333334,0.125,67.28971962616822
tcn,cv,0,2,b05f48f3389869cb3df39e1d810d784b6a9f0111,False,27986,0.122295,85.46314319400017,32,22,0.21257196366786957,0.9666666666666666,0.75,0.5172413793103449,0.6122448979591838,0.6886326563675114,0.9537572254335259,0.7441698226031492,0.905940594059406,168,5,14,15,0.8333333333333334,0.8333333333333334,0.125,67.28971962616822
tcn,cv,1,0,b05f48f3389869cb3df39e1d810d784b6a9f0111,False,27986,0.122295,42.52549966400011,19,9,0.8666911125183105,0.9538461538461539,0.5454545454545454,0.6428571428571429,0.5901639344262296,0.7479603179109089,0.9455927051671732,0.7895136778115501,0.9049429657794676,220,15,10,18,1.0,1.0,0.625,275.5102040816327
tcn,cv,1,1,b05f48f3389869cb3df39e1d810d784b6a9f0111,False,27986,0.122295,69.89766774200007,31,21,0.9341228604316711,0.9253731343283583,0.6388888888888888,0.8214285714285714,0.7187499999999999,0.8076209430648521,0.9711246200607904,0.8830547112462006,0.9315589353612167,222,13,5,23,1.0,1.0,0.375,165.3061224489796
tcn,cv,1,2,b05f48f3389869cb3df39e1d810d784b6a9f0111,False,27986,0.122295,35.00068101399984,15,5,0.39282581210136414,0.9375,0.4722222222222222,0.6071428571428571,0.53125,0.6292331671533753,0.9267477203647417,0.763145896656535,0.8859315589353612,216,19,11,17,0.8333333333333334,0.8333333333333334,0.75,330.6122448979592
tcn,cv,2,0,b05f48f3389869cb3df39e1d810d784b6a9f0111,False,27986,0.122295,56.82792228799963,23,13,0.8519394993782043,0.9259259259259259,0.75,0.7272727272727273,0.7384615384615384,0.6349681666449577,0.9575484575484575,0.8456183456183457,0.9333333333333333,214,8,9,24,1.0,1.0,0.125,60.81081081081081
tcn,cv,2,1,b05f48f3389869cb3df39e1d810d784b6a9f0111,False,27986,0.122295,47.02284619300008,19,9,0.48203620314598083,0.9285714285714286,0.75,0.7272727272727273,0.7384615384615384,0.7674023068812397,0.9672399672399672,0.8456183456183457,0.9333333333333333,214,8,9,24,0.8333333333333334,0.8333333333333334,0.25,121.62162162162161
tcn,cv,2,2,b05f48f3389869cb3df39e1d810d784b6a9f0111,False,27986,0.122295,78.39740819500003,32,22,0.07761573046445847,0.9491525423728815,0.7209302325581395,0.9393939393939394,0.8157894736842105,0.7261413287890629,0.9722904722904723,0.9426699426699428,0.9450980392156862,210,12,2,31,1.0,1.0,0.125,60.81081081081081
tcn,cv,3,0,b05f48f3389869cb3df39e1d810d784b6a9f0111,False,27986,0.122295,61.1156359040001,24,14,0.8350138664245605,0.8620689655172414,0.5121951219512195,0.9130434782608695,0.6562499999999999,0.5419767196944341,0.9459815546772069,0.9060166886253842,0.9004524886877828,178,20,2,21,1.0,1.0,0.375,182.53521126760563
tcn,cv,3,1,b05f48f3389869cb3df39e1d810d784b6a9f0111,False,27986,0.122295,69.0187418380001,27,17,0.03882231190800667,0.8656716417910448,0.4489795918367347,0.9565217391304348,0.6111111111111112,0.5959728528144975,0.9591567852437417,0.9100790513833992,0.8733031674208145,171,27,1,22,1.0,1.0,0.5,243.38028169014086
tcn,cv,3,2,b05f48f3389869cb3df39e1d810d784b6a9f0111,False,27986,0.122295,53.20012524200001,21,11,0.4077101945877075,0.8666666666666666,0.39622641509433965,0.9130434782608695,0.5526315789473684,0.37764224157835113,0.909310496267018,0.8757136583223539,0.8461538461538461,166,32,2,21,1.0,1.0,0.625,304.2253521126761
tcn,cv,4,0,b05f48f3389869cb3df39e1d810d784b6a9f0111,False,27986,0.122295,87.40407975300013,37,27,0.9935262203216553,0.7272727272727272,0.92,0.6764705882352942,0.7796610169491526,0.8684832235887077,0.9749055585536966,0.8336481381543444,0.9484126984126984,216,2,11,23,1.0,1.0,0.125,59.178082191780824
tcn,cv,4,1,b05f48f3389869cb3df39e1d810d784b6a9f0111,False,27986,0.122295,70.84389161399986,30,20,0.9978544116020203,0.8260869565217391,1.0,0.7352941176470589,0.8474576271186441,0.9442911256250716,0.9820561252023744,0.8676470588235294,0.9642857142857143,218,0,9,25,1.0,1.0,0.0,0.0
tcn,cv,4,2,b05f48f3389869cb3df39e1d810d784b6a9f0111,False,27986,0.122295,68.65918479999982,29,19,0.3619054853916168,0.8363636363636364,0.875,0.8235294117647058,0.8484848484848485,0.9224405629293424,0.9749055585536966,0.9025903939557474,0.9603174603174603,214,4,6,28,1.0,1.0,0.25,118.35616438356165
tcn,fixed,0,0,b05f48f3389869cb3df39e1d810d784b6a9f0111,False,27986,0.122295,94.59857634900027,38,28,0.05196944996714592,0.7857142857142856,0.9642857142857143,0.9,0.9310344827586207,0.9794107988022794,0.9949549549549549,0.9472972972972973,0.9813953488372092,184,1,3,27,1.0,1.0,0.125,66.25766871165644
tcn,fixed,0,1,b05f48f3389869cb3df39e1d810d784b6a9f0111,False,27986,0.122295,104.56105497499993,42,32,0.05098035931587219,0.7636363636363636,0.7297297297297297,0.9,0.8059701492537312,0.9504819976771196,0.9843243243243243,0.922972972972973,0.9395348837209302,175,10,3,27,1.0,1.0,0.375,198.7730061349693
tcn,fixed,0,2,b05f48f3389869cb3df39e1d810d784b6a9f0111,False,27986,0.122295,35.282035779000125,14,4,0.16586269438266754,0.6774193548387097,0.75,0.9,0.8181818181818182,0.8781154660331901,0.9729729729729729,0.9256756756756757,0.9441860465116279,176,9,3,27,1.0,1.0,0.125,66.25766871165644
